ledger_id,merchant_id,entry_sequence,timestamp,lifecycle_stage,event_type,payment_id,settlement_id,account_debited,account_credited,amount_inr,currency,balance_pending_settlement,balance_available_for_payout,balance_in_transit,balance_settled_cumulative,description
rled_0007514,acc_b2b__00536,8,2026-06-02T16:54:57Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00037603,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,2267.6,INR,1278.02,0.0,43068.78,280350.69,Customer return / partial refund clawback applied on pay_00037603
rled_0007515,acc_d2c__00560,9,2026-05-10T18:30:00Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00031649,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,99.76,INR,2114.72,38958.7,0.0,233899.06,MDR processing fee and 18% GST assessed on pay_00031649
rled_0007516,acc_d2c__00939,10,2026-03-22T06:47:35Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00041264,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,134.68,INR,21779.19,21749.72,0.0,478638.74,MDR processing fee and 18% GST assessed on pay_00041264
rled_0007517,acc_edte_00371,6,2026-06-26T09:25:12Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260626_edte_0009273,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,24278.39,INR,0.0,24278.39,70906.32,369825.75,Cutoff batch setl_20260626_edte_0009273 cleared funds to available merchant balance
rled_0007518,acc_quic_00291,8,2026-04-07T01:43:49Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260407_quic_0033557,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,7037.38,INR,9901.14,7037.38,4435.65,162075.55,Cutoff batch setl_20260407_quic_0033557 cleared funds to available merchant balance
rled_0007519,acc_gami_00249,4,2026-04-20T15:36:18Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00010733,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,16.36,INR,4511.32,0.0,38839.96,164758.78,MDR processing fee and 18% GST assessed on pay_00010733
rled_0007520,acc_d2c__00433,11,2026-07-13T08:28:39Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260713_d2c__0000055,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,22499.76,INR,1302.17,84606.04,27918.02,103537.1,Nodal transfer dispatched via NEFT/RTGS to Yes Bank
rled_0007521,acc_kira_00561,10,2026-05-19T08:36:40Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260519_kira_0031756,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,15814.8,INR,0.0,15814.8,59384.42,279896.29,Cutoff batch setl_20260519_kira_0031756 cleared funds to available merchant balance
rled_0007522,acc_d2c__00530,2,2026-07-15T07:00:08Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00028731,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3498.42,INR,17523.7,20889.6,0.0,186571.6,Gross customer payment captured via UPI/RuPay for pay_00028731
rled_0007523,acc_kira_00136,11,2026-08-16T10:51:51Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260816_kira_0027789,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,36522.4,INR,1084.24,4103.86,36522.4,477938.94,Nodal transfer dispatched via NEFT/RTGS to Punjab National Bank
rled_0007524,acc_quic_00680,8,2026-04-18T13:15:19Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00047686,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,141.41,INR,4716.78,14682.14,0.0,100352.5,MDR processing fee and 18% GST assessed on pay_00047686
rled_0007525,acc_d2c__00502,14,2026-08-20T10:00:17Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00045945,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,49.72,INR,12479.42,42561.03,0.0,468531.36,MDR processing fee and 18% GST assessed on pay_00045945
rled_0007526,acc_edte_00259,14,2026-08-01T10:43:25Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0117,INR,4194.76,0.0,120708.78,275490.18,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0007527,acc_d2c__00358,11,2026-05-11T19:36:57Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00035070,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3734.84,INR,6560.58,34522.05,21917.07,57929.42,Gross customer payment captured via UPI/RuPay for pay_00035070
rled_0007528,acc_d2c__00023,6,2026-03-22T15:35:47Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00017834,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,27.8,INR,0.0,71191.75,0.0,451414.73,MDR processing fee and 18% GST assessed on pay_00017834
rled_0007529,acc_kira_00561,11,2026-03-25T08:18:19Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00034540,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,114.45,INR,0.0,15814.8,59384.42,279896.29,MDR processing fee and 18% GST assessed on pay_00034540
rled_0007530,acc_kira_00115,6,2026-06-01T10:38:02Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00014141,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2087.65,INR,21947.19,7649.11,0.0,217465.42,Gross customer payment captured via UPI/RuPay for pay_00014141
rled_0007531,acc_d2c__00091,6,2026-07-12T17:02:04Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00035496,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,916.47,INR,6439.24,16411.09,7670.01,487565.03,Gross customer payment captured via UPI/RuPay for pay_00035496
rled_0007532,acc_quic_00269,3,2026-04-22T13:16:53Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260422_quic_0008926,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,39436.86,INR,0.0,62371.13,0.0,176626.89,Cutoff batch setl_20260422_quic_0008926 cleared funds to available merchant balance
rled_0007533,acc_b2b__00154,9,2026-07-28T15:45:49Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260728_b2b__0032966,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,3092.21,INR,16848.65,0.0,8242.57,411638.63,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
rled_0007534,acc_d2c__00344,11,2026-07-03T10:58:14Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00042761,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3704.43,INR,13603.83,8010.89,11547.0,96143.53,Gross customer payment captured via UPI/RuPay for pay_00042761
rled_0007535,acc_d2c__00674,9,2026-07-27T23:50:09Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00005017,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3527.06,INR,3527.06,41812.38,86806.74,105383.88,Gross customer payment captured via UPI/RuPay for pay_00005017
rled_0007536,acc_kira_00115,7,2026-04-25T13:40:26Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00033026,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4442.0,INR,26389.19,7649.11,0.0,217465.42,Gross customer payment captured via UPI/RuPay for pay_00033026
rled_0007537,acc_d2c__00362,8,2026-03-03T07:49:38Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00042774,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,966.79,INR,14560.62,23547.37,0.0,62980.41,Gross customer payment captured via UPI/RuPay for pay_00042774
rled_0007538,acc_edte_00102,6,2026-06-27T03:48:04Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260627_edte_0041462,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,13090.81,INR,6863.72,10812.16,13090.81,391891.12,Nodal transfer dispatched via NEFT/RTGS to HDFC Bank
rled_0007539,acc_b2b__00374,7,2026-06-09T18:24:26Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260609_b2b__0022869,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,24176.75,INR,0.0,24176.75,23536.91,198520.9,Cutoff batch setl_20260609_b2b__0022869 cleared funds to available merchant balance
rled_0007540,acc_quic_00266,10,2026-04-24T06:11:38Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00012706,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,20.02,INR,8108.14,44689.67,0.0,211308.81,MDR processing fee and 18% GST assessed on pay_00012706
rled_0007541,acc_quic_00801,7,2026-03-29T04:58:10Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00002919,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,84.26,INR,0.0,28105.8,0.0,239138.79,MDR processing fee and 18% GST assessed on pay_00002919
rled_0007542,acc_d2c__00421,9,2026-03-06T00:31:19Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00006507,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1723.33,INR,1723.33,27102.79,18718.29,516767.29,Gross customer payment captured via UPI/RuPay for pay_00006507
rled_0007543,acc_edte_00510,8,2026-04-26T04:01:44Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00002173,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,150.87,INR,16957.02,26549.92,0.0,128995.74,MDR processing fee and 18% GST assessed on pay_00002173
rled_0007544,acc_gami_00436,6,2026-07-03T05:23:15Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00018250,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1231.22,INR,1231.22,36163.19,21734.53,337633.22,Gross customer payment captured via UPI/RuPay for pay_00018250
rled_0007545,acc_gami_00119,13,2026-05-01T23:13:27Z,DISPUTE,CHARGEBACK_DEBIT_AND_FEE,pay_00023208,,MERCHANT_AVAILABLE_FOR_PAYOUT,DISPUTE_SUSPENSE_ESCROW,2195.82,INR,2307.18,-2195.82,94504.06,321720.05,RBI chargeback formal claim and ₹500 dispute fee debited on pay_00023208
rled_0007546,acc_kira_00026,6,2026-05-03T14:16:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00005748,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3830.52,INR,17628.91,15970.0,0.0,347058.24,Gross customer payment captured via UPI/RuPay for pay_00005748
rled_0007547,acc_d2c__01000,13,2026-08-27T21:43:00Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00029678,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2942.16,INR,7166.47,80439.9,34399.22,79029.54,Gross customer payment captured via UPI/RuPay for pay_00029678
rled_0007548,acc_edte_00176,10,2026-07-31T09:01:21Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00007990,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,97.82,INR,1167.35,82459.53,0.0,247435.76,MDR processing fee and 18% GST assessed on pay_00007990
rled_0007549,acc_edte_00860,6,2026-05-29T08:48:58Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00006407,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3697.32,INR,4125.8,34833.63,0.0,347006.53,Gross customer payment captured via UPI/RuPay for pay_00006407
rled_0007550,acc_b2b__00486,5,2026-03-13T05:23:17Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260313_b2b__0033194,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,34672.73,INR,0.0,82198.44,0.0,136006.22,Cutoff batch setl_20260313_b2b__0033194 cleared funds to available merchant balance
rled_0007551,acc_edte_00218,7,2026-08-17T00:36:39Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00026743,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,116.51,INR,0.0,49498.34,0.0,178454.5,MDR processing fee and 18% GST assessed on pay_00026743
rled_0007552,acc_edte_00722,7,2026-07-19T23:09:33Z,DISPUTE,CHARGEBACK_DEBIT_AND_FEE,pay_00011950,,MERCHANT_AVAILABLE_FOR_PAYOUT,DISPUTE_SUSPENSE_ESCROW,549.7,INR,13804.72,-549.7,56978.1,425397.94,RBI chargeback formal claim and ₹500 dispute fee debited on pay_00011950
rled_0007553,acc_edte_00641,6,2026-04-28T11:37:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00035244,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3208.21,INR,17539.02,0.0,40943.96,255433.53,Gross customer payment captured via UPI/RuPay for pay_00035244
rled_0007554,acc_d2c__00929,6,2026-08-07T11:29:45Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00003533,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,154.77,INR,12593.37,18389.3,0.0,404810.51,Gross customer payment captured via UPI/RuPay for pay_00003533
rled_0007555,acc_d2c__00446,10,2026-07-30T22:48:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00045965,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2174.73,INR,2174.73,83158.6,0.0,473356.91,Gross customer payment captured via UPI/RuPay for pay_00045965
rled_0007556,acc_quic_00256,6,2026-04-02T15:44:57Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00015957,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4454.55,INR,12415.26,34805.21,0.0,147361.67,Gross customer payment captured via UPI/RuPay for pay_00015957
rled_0007557,acc_d2c__00898,7,2026-07-17T15:41:26Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00030043,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,77.64,INR,6037.01,18515.27,0.0,257248.14,MDR processing fee and 18% GST assessed on pay_00030043
rled_0007558,acc_d2c__00802,12,2026-06-24T14:35:03Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00005119,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,89.29,INR,8590.37,0.0,25016.02,589021.04,MDR processing fee and 18% GST assessed on pay_00005119
rled_0007559,acc_gami_00850,8,2026-03-27T22:17:53Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00038475,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1780.23,INR,16968.29,0.0,90063.52,467181.85,Gross customer payment captured via UPI/RuPay for pay_00038475
rled_0007560,acc_edte_00510,9,2026-03-15T10:13:31Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00004712,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2031.56,INR,18988.58,26549.92,0.0,128995.74,Gross customer payment captured via UPI/RuPay for pay_00004712
rled_0007561,acc_d2c__00174,12,2026-03-07T00:42:45Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260307_d2c__0039397,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,42859.1,INR,0.0,58906.26,51769.94,309422.96,Cutoff batch setl_20260307_d2c__0039397 cleared funds to available merchant balance
rled_0007562,acc_edte_00510,10,2026-05-12T09:19:24Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00011760,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1604.81,INR,20593.39,26549.92,0.0,128995.74,Gross customer payment captured via UPI/RuPay for pay_00011760
rled_0007563,acc_d2c__00221,10,2026-07-07T10:48:08Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00032508,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3420.06,INR,10861.19,0.0,0.0,527109.77,Gross customer payment captured via UPI/RuPay for pay_00032508
rled_0007564,acc_quic_00746,8,2026-04-17T09:58:29Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260417_quic_0024456,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,12514.26,INR,4565.08,14936.38,0.0,474313.39,Cutoff batch setl_20260417_quic_0024456 cleared funds to available merchant balance
rled_0007565,acc_quic_00279,7,2026-07-23T12:45:37Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260723_quic_0034867,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,19056.0,INR,0.0,30213.61,6678.83,477953.51,Cutoff batch setl_20260723_quic_0034867 cleared funds to available merchant balance
rled_0007566,acc_d2c__00095,7,2026-04-17T00:18:28Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260417_d2c__0020956,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,4030.15,INR,479.96,329.06,67191.23,166888.17,Nodal transfer dispatched via NEFT/RTGS to Kotak Mahindra Bank
rled_0007567,acc_d2c__00903,11,2026-03-25T19:36:38Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00044967,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,133.64,INR,8401.46,66252.65,0.0,371203.51,MDR processing fee and 18% GST assessed on pay_00044967
rled_0007568,acc_edte_00494,9,2026-08-14T03:22:28Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0794,INR,3882.88,85123.55,0.0,165396.64,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0007569,acc_gami_00242,9,2026-03-07T13:02:36Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00037492,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,174.26,INR,1045.9,41719.2,17035.31,92929.89,MDR processing fee and 18% GST assessed on pay_00037492
rled_0007570,acc_edte_00582,9,2026-04-18T14:37:25Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260418_edte_0048618,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,32671.31,INR,0.0,41908.01,10633.62,492303.32,Cutoff batch setl_20260418_edte_0048618 cleared funds to available merchant balance
rled_0007571,acc_b2b__00004,9,2026-06-17T22:00:38Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00047009,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,263.32,INR,263.32,19264.34,13530.48,252707.23,Gross customer payment captured via UPI/RuPay for pay_00047009
rled_0007572,acc_d2c__00246,9,2026-06-18T15:09:57Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260618_d2c__0037844,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,14700.02,INR,0.0,30272.2,0.0,549509.71,Bank credit verified via RBI UTR confirmation
rled_0007573,acc_quic_00226,3,2026-03-20T09:31:16Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260320_quic_0005505,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,38221.81,INR,0.0,40481.65,0.0,55935.5,Cutoff batch setl_20260320_quic_0005505 cleared funds to available merchant balance
rled_0007574,acc_d2c__00830,9,2026-05-30T11:47:00Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00003402,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,147.59,INR,7308.41,0.0,101329.51,136243.46,MDR processing fee and 18% GST assessed on pay_00003402
rled_0007575,acc_d2c__00848,10,2026-07-01T18:15:50Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00029969,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1642.45,INR,10236.86,0.0,5583.34,88784.37,Gross customer payment captured via UPI/RuPay for pay_00029969
rled_0007576,acc_quic_00855,11,2026-04-06T18:15:46Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00025097,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,870.89,INR,870.89,16904.45,34261.08,142075.65,Gross customer payment captured via UPI/RuPay for pay_00025097
rled_0007577,acc_d2c__00518,11,2026-04-15T06:11:09Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260415_d2c__0025773,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,8387.84,INR,0.0,29516.2,0.0,554890.56,Cutoff batch setl_20260415_d2c__0025773 cleared funds to available merchant balance
rled_0007578,acc_d2c__00258,9,2026-04-11T09:23:19Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260411_d2c__0029981,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,6995.2,INR,0.0,14875.26,31623.44,194855.79,Nodal transfer dispatched via NEFT/RTGS to State Bank of India
rled_0007579,acc_d2c__00219,4,2026-03-05T19:40:34Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00031683,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,134.05,INR,14280.91,9097.6,15020.9,247243.36,MDR processing fee and 18% GST assessed on pay_00031683
rled_0007580,acc_kira_00639,9,2026-07-07T01:51:49Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00035811,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,163.16,INR,918.71,0.0,39003.91,489700.23,MDR processing fee and 18% GST assessed on pay_00035811
rled_0007581,acc_edte_00102,7,2026-04-02T08:09:26Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00004632,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,66.97,INR,6796.75,10812.16,13090.81,391891.12,MDR processing fee and 18% GST assessed on pay_00004632
rled_0007582,acc_d2c__00488,13,2026-05-23T02:46:48Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260523_d2c__0034068,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,40376.82,INR,0.0,2740.08,50697.7,265243.47,Nodal transfer dispatched via NEFT/RTGS to State Bank of India
rled_0007583,acc_kira_00564,12,2026-06-09T07:57:25Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00015062,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,140.65,INR,9648.05,17100.01,0.0,360030.46,MDR processing fee and 18% GST assessed on pay_00015062
rled_0007584,acc_d2c__00568,12,2026-08-09T14:31:06Z,SETTLEMENT_BATCH,HOLIDAY_ROLLOVER_SETTLEMENT_HOLD,,,MERCHANT_PENDING_SETTLEMENT,MERCHANT_HOLIDAY_RESERVE,5182.36,INR,1728.09,35705.9,0.0,406819.77,Settlement held over 2nd/4th Saturday & Sunday RBI clearing rollover
rled_0007585,acc_gami_00571,13,2026-03-25T10:27:56Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00035067,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3558.86,INR,14924.47,0.0,0.0,192884.47,Gross customer payment captured via UPI/RuPay for pay_00035067
rled_0007586,acc_d2c__00749,12,2026-03-11T12:09:38Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260311_d2c__0021092,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,44956.23,INR,2335.2,0.0,64868.69,98304.48,Nodal transfer dispatched via NEFT/RTGS to Yes Bank
rled_0007587,acc_quic_00761,5,2026-04-17T08:45:02Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00037487,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1899.07,INR,1899.07,0.0,4320.43,460177.81,Gross customer payment captured via UPI/RuPay for pay_00037487
rled_0007588,acc_kira_00474,12,2026-05-07T21:00:51Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00005071,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,909.31,INR,22580.31,18088.01,3231.85,458379.72,Gross customer payment captured via UPI/RuPay for pay_00005071
rled_0007589,acc_gami_00396,11,2026-05-16T03:07:18Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00001390,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,18.22,INR,0.0,77423.75,0.0,387699.46,MDR processing fee and 18% GST assessed on pay_00001390
rled_0007590,acc_quic_00270,12,2026-07-17T17:45:34Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00025105,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,722.76,INR,2850.42,68238.42,0.0,271703.68,Gross customer payment captured via UPI/RuPay for pay_00025105
rled_0007591,acc_d2c__00503,6,2026-06-23T10:03:53Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00003413,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3727.77,INR,3887.04,0.0,15552.64,336950.35,Gross customer payment captured via UPI/RuPay for pay_00003413
rled_0007592,acc_quic_00672,10,2026-08-08T14:44:35Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260808_quic_0030599,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,38546.93,INR,0.0,72449.51,0.0,382386.17,Cutoff batch setl_20260808_quic_0030599 cleared funds to available merchant balance
rled_0007593,acc_d2c__00054,9,2026-04-12T12:36:07Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00032790,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,75.53,INR,14291.39,0.0,51574.76,286644.91,MDR processing fee and 18% GST assessed on pay_00032790
rled_0007594,acc_kira_00012,12,2026-03-07T22:41:35Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260307_kira_0045635,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,3366.19,INR,0.0,20178.85,21309.24,467778.02,Cutoff batch setl_20260307_kira_0045635 cleared funds to available merchant balance
