payment_id,merchant_id,order_id,entity,amount_inr,currency,status,method,method_subtype,upi_rrn_or_arn,vpa,bank_code,wallet_provider,sub_paisa_mdr_fee,base_fee_inr,gst_tax_18pct_inr,net_amount_inr,error_code,error_description,created_at,captured_at,settlement_id,settlement_status
pay_0000743452,acc_gami_00431,order_gam_442179,payment,1432.3,INR,captured,upi,upi_collect,26061268844,user214@upi,,,42.969,42.97,7.73,1381.6,,,2026-03-02T09:34:34Z,2026-03-02T09:35:01Z,,pending_batch_post_cutoff
pay_0000743534,acc_quic_00426,order_qui_863295,payment,284.53,INR,captured,card,mastercard_credit,24445069117559931875107,,SBIN,,3.4144,3.41,0.61,280.51,,,2026-05-23T16:24:12Z,2026-05-23T16:24:28Z,setl_20260304_quic_0011716,settled
pay_0000743650,acc_kira_00879,order_kir_661120,payment,3697.03,INR,captured,upi,upi_intent,26072940988,user616@okicici,,,29.5762,29.58,5.32,3662.13,,,2026-03-13T04:52:44Z,2026-03-13T04:53:07Z,setl_20260528_b2b__0018900,settled
pay_0000743713,acc_d2c__00392,order_d2c_792173,payment,416.9,INR,captured,upi,upi_intent,26101305405,user563@ibl,,,7.9211,7.92,1.43,407.55,,,2026-04-11T08:32:29Z,2026-04-11T08:33:09Z,setl_20260608_quic_0017803,settled
pay_0000743891,acc_gami_00288,order_gam_417348,payment,168.89,INR,captured,upi,upi_collect,26184395852,user357@upi,,,5.0667,5.07,0.91,162.91,,,2026-07-03T09:54:28Z,2026-07-03T09:54:51Z,setl_20260422_quic_0020956,settled
pay_0000743932,acc_edte_00107,order_edt_496039,payment,15152.93,INR,captured,upi,upi_intent,26116666236,user194@okhdfcbank,,,333.3645,333.36,60.0,14759.57,,,2026-04-26T12:55:33Z,2026-04-26T12:56:04Z,,pending_batch_post_cutoff
pay_0000744093,acc_quic_00835,order_qui_761035,payment,838.94,INR,captured,upi,upi_collect,26231751726,user448@ibl,,,10.0673,10.07,1.81,827.06,,,2026-08-19T15:10:16Z,2026-08-19T15:10:23Z,setl_20260626_quic_0016055,settled
pay_0000744115,acc_quic_00089,order_qui_807378,payment,168.81,INR,captured,upi,upi_intent,26160941810,user646@okicici,,,2.0257,2.03,0.37,166.41,,,2026-06-09T21:39:02Z,2026-06-09T21:39:27Z,setl_20260611_d2c__0021696,settled
pay_0000744221,acc_b2b__00459,order_b2b_105916,payment,25341.33,INR,captured,upi,upi_intent,26150450818,user758@ybl,,,380.12,380.12,68.42,24892.79,,,2026-05-30T15:07:18Z,2026-05-30T15:07:55Z,setl_20260515_b2b__0019093,settled
pay_0000744368,acc_d2c__00558,order_d2c_642207,payment,784.16,INR,failed,upi,upi_intent,26226576771,user843@ybl,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,U30: EXCEEDED_TXN_LIMIT_SET_BY_PSP,2026-08-14T14:33:51Z,,,unbatchable_failed
pay_0000744421,acc_kira_00521,order_kir_706129,payment,2405.99,INR,captured,card,visa_credit,24445062256366111918502,,KKBK,,19.2479,19.25,3.46,2383.28,,,2026-03-02T06:52:22Z,2026-03-02T06:52:29Z,setl_20260314_d2c__0045436,settled
pay_0000744511,acc_edte_00510,order_edt_703590,payment,5220.14,INR,captured,card,rupay_debit,24445068784166066080893,,KKBK,,114.8431,114.84,20.67,5084.63,,,2026-03-09T09:41:55Z,2026-03-09T09:42:21Z,setl_20260426_gami_0009394,settled
pay_0000744636,acc_d2c__00199,order_d2c_441465,payment,978.01,INR,captured,card,rupay_debit,24445062632698872956752,,ICIC,,18.5822,18.58,3.34,956.09,,,2026-08-05T12:42:20Z,2026-08-05T12:42:44Z,setl_20260623_d2c__0017009,settled
pay_0000744786,acc_gami_00360,order_gam_363191,payment,329.74,INR,captured,card,visa_credit,24445061093312046458484,,PUNB,,9.8922,9.89,1.78,318.07,,,2026-05-26T02:09:12Z,2026-05-26T02:09:36Z,setl_20260503_d2c__0019501,settled
pay_0000744897,acc_gami_00132,order_gam_487544,payment,1221.39,INR,captured,upi,upi_intent,26187240494,user837@okicici,,,36.6417,36.64,6.6,1178.15,,,2026-07-06T16:41:01Z,2026-07-06T16:41:11Z,setl_20260605_b2b__0017449,settled
pay_0000744948,acc_quic_00478,order_qui_339714,payment,637.6,INR,failed,upi,upi_collect,26224776153,user930@upi,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,U69: COLLECT_REQUEST_REJECTED_BY_USER,2026-08-12T23:41:20Z,,,unbatchable_failed
pay_0000745043,acc_d2c__00085,order_d2c_139425,payment,1506.96,INR,captured,upi,upi_intent,26201194317,user220@upi,,,28.6322,28.63,5.15,1473.18,,,2026-07-20T02:05:50Z,2026-07-20T02:06:09Z,setl_20260514_d2c__0033230,settled
pay_0000745199,acc_edte_00241,order_edt_545763,payment,13437.31,INR,captured,netbanking,netbanking_icici,NB_REF_17157369,,ICICI,,295.6208,295.62,53.21,13088.48,,,2026-06-18T16:30:27Z,2026-06-18T16:30:35Z,setl_20260510_kira_0001497,settled
pay_0000745289,acc_gami_00242,order_gam_602541,payment,1726.39,INR,failed,card,rupay_debit,24445061331781758773128,,SBIN,,0.0,0.0,0.0,0.0,GATEWAY_ERROR,ISSUING_BANK_SWITCH_UNAVAILABLE,2026-03-18T00:16:27Z,,,unbatchable_failed
pay_0000745394,acc_d2c__00548,order_d2c_176339,payment,2662.26,INR,captured,upi,upi_intent,26196236983,user810@okicici,,,50.5829,50.58,9.1,2602.58,,,2026-07-15T10:04:52Z,2026-07-15T10:05:00Z,setl_20260313_d2c__0018986,settled
pay_0000745436,acc_edte_00462,order_edt_395688,payment,9428.14,INR,captured,netbanking,netbanking_icici,NB_REF_81490822,,ICICI,,207.4191,207.42,37.34,9183.38,,,2026-07-28T04:06:05Z,2026-07-28T04:06:34Z,setl_20260421_d2c__0036857,settled
pay_0000745593,acc_d2c__00620,order_d2c_120864,payment,1538.58,INR,captured,upi,upi_intent,26111519604,user469@ybl,,,29.233,29.23,5.26,1504.09,,,2026-04-21T11:11:17Z,2026-04-21T11:11:49Z,setl_20260326_edte_0030837,settled
pay_0000745647,acc_edte_00874,order_edt_593357,payment,21146.75,INR,captured,upi,upi_intent,26094237755,user373@okicici,,,465.2285,465.23,83.74,20597.78,,,2026-04-04T02:30:43Z,2026-04-04T02:31:14Z,setl_20260704_quic_0024581,settled
pay_0000745732,acc_d2c__00392,order_d2c_294045,payment,1163.68,INR,failed,upi,upi_intent,26195963899,user757@okicici,,,0.0,0.0,0.0,0.0,GATEWAY_ERROR,U19: PAYMENT_FAIL_AT_NPCI_SWITCH,2026-07-14T22:03:33Z,,,unbatchable_failed
pay_0000745816,acc_kira_00147,order_kir_248405,payment,765.32,INR,captured,card,rupay_debit,24445068267650809724662,,HDFC,,6.1226,6.12,1.1,758.1,,,2026-06-03T02:58:32Z,2026-06-03T02:59:08Z,setl_20260826_b2b__0041437,settled
pay_0000745934,acc_quic_00946,order_qui_399738,payment,846.54,INR,captured,emi,cardless_emi_simpl,EMI_AGR_46792125,,,,10.1585,10.16,1.83,834.55,,,2026-06-21T04:11:27Z,2026-06-21T04:11:51Z,setl_20260625_d2c__0039625,settled
pay_0000746064,acc_kira_00037,order_kir_710830,payment,141.1,INR,captured,wallet,wallet_phonepe,WAL_TXN_28038005,,,phonepe,1.1288,1.13,0.2,139.77,,,2026-07-18T05:41:48Z,2026-07-18T05:42:01Z,setl_20260615_b2b__0016154,settled
pay_0000746169,acc_d2c__00976,order_d2c_733390,payment,897.05,INR,captured,upi,upi_intent,26168748059,user619@okaxis,,,17.0439,17.04,3.07,876.94,,,2026-06-17T09:14:53Z,2026-06-17T09:14:59Z,setl_20260730_d2c__0030171,settled
pay_0000746254,acc_d2c__00540,order_d2c_634035,payment,1208.26,INR,captured,card,visa_credit,24445064328067016352762,,PUNB,,22.9569,22.96,4.13,1181.17,,,2026-04-20T12:26:45Z,2026-04-20T12:26:56Z,setl_20260628_d2c__0010376,settled
pay_0000746372,acc_d2c__00767,order_d2c_550068,payment,3622.97,INR,captured,card,rupay_debit,24445068771297274704323,,ICIC,,68.8364,68.84,12.39,3541.74,,,2026-06-12T11:56:48Z,2026-06-12T11:57:24Z,setl_20260721_quic_0033873,settled
pay_0000746464,acc_gami_00850,order_gam_206842,payment,1792.01,INR,captured,upi,upi_intent,26180289825,user118@okaxis,,,53.7603,53.76,9.68,1728.57,,,2026-06-29T05:19:13Z,2026-06-29T05:19:33Z,setl_20260328_b2b__0008366,settled
pay_0000746533,acc_edte_00832,order_edt_825597,payment,6331.01,INR,captured,upi,upi_collect,26236495478,user905@ibl,,,139.2822,139.28,25.07,6166.66,,,2026-08-24T14:55:24Z,2026-08-24T14:55:52Z,setl_20260612_d2c__0001737,settled
pay_0000746672,acc_quic_00279,order_qui_511841,payment,656.62,INR,captured,upi,upi_intent,26095480839,user549@okaxis,,,7.8794,7.88,1.42,647.32,,,2026-04-05T17:24:22Z,2026-04-05T17:24:33Z,setl_20260426_edte_0022625,settled
pay_0000746796,acc_b2b__00570,order_b2b_563644,payment,73090.98,INR,captured,card,rupay_debit,24445064238964663894302,,PUNB,,1096.3647,1096.36,197.34,71797.28,,,2026-08-11T09:03:12Z,2026-08-11T09:03:23Z,setl_20260329_edte_0028895,settled
pay_0000746866,acc_d2c__00806,order_d2c_510604,payment,1642.01,INR,captured,upi,upi_intent,26162870334,user306@ybl,,,31.1982,31.2,5.62,1605.19,,,2026-06-11T05:45:46Z,2026-06-11T05:46:18Z,setl_20260308_b2b__0035535,settled
pay_0000746912,acc_d2c__00482,order_d2c_845633,payment,3787.0,INR,captured,upi,upi_collect,26175862023,user824@upi,,,71.953,71.95,12.95,3702.1,,,2026-06-24T05:30:53Z,2026-06-24T05:30:57Z,setl_20260410_d2c__0010804,settled
pay_0000747050,acc_b2b__00133,order_b2b_560921,payment,19915.76,INR,captured,emi,cardless_emi_simpl,EMI_AGR_85791659,,,,298.7364,298.74,53.77,19563.25,,,2026-04-22T16:58:00Z,2026-04-22T16:58:13Z,setl_20260823_edte_0037982,settled
pay_0000747118,acc_gami_00149,order_gam_152424,payment,1506.99,INR,failed,netbanking,netbanking_sbi,NB_REF_81922122,,SBI,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,OTP_EXPIRED_OR_INCORRECT_2FA,2026-06-27T15:54:39Z,,,unbatchable_failed
pay_0000747258,acc_gami_00075,order_gam_675467,payment,1164.65,INR,captured,card,visa_credit,24445068505266364643360,,UTIB,,34.9395,34.94,6.29,1123.42,,,2026-04-04T01:30:04Z,2026-04-04T01:30:43Z,setl_20260723_quic_0006234,settled
pay_0000747335,acc_edte_00018,order_edt_853662,payment,19295.73,INR,captured,upi,upi_intent,26062712087,user153@upi,,,424.5061,424.51,76.41,18794.81,,,2026-03-03T01:02:44Z,2026-03-03T01:03:08Z,setl_20260804_d2c__0007824,settled
pay_0000747446,acc_gami_00155,order_gam_513888,payment,557.91,INR,captured,wallet,wallet_phonepe,WAL_TXN_19746790,,,phonepe,16.7373,16.74,3.01,538.16,,,2026-04-28T22:17:07Z,2026-04-28T22:17:34Z,setl_20260412_d2c__0026276,settled
pay_0000747540,acc_d2c__00544,order_d2c_253246,payment,1659.89,INR,captured,card,visa_credit,24445061034534067501566,,HDFC,,31.5379,31.54,5.68,1622.67,,,2026-03-12T10:21:55Z,2026-03-12T10:21:59Z,setl_20260530_kira_0027608,settled
pay_0000747682,acc_quic_00478,order_qui_432275,payment,668.12,INR,captured,upi,upi_intent,26217971377,user642@okhdfcbank,,,8.0174,8.02,1.44,658.66,,,2026-08-05T14:06:13Z,2026-08-05T14:06:44Z,,pending_batch_post_cutoff
pay_0000747796,acc_kira_00496,order_kir_992475,payment,500.75,INR,captured,card,mastercard_credit,24445067998521976081804,,PUNB,,4.006,4.01,0.72,496.02,,,2026-04-11T08:57:47Z,2026-04-11T08:57:55Z,setl_20260817_d2c__0049798,settled
pay_0000747853,acc_d2c__00568,order_d2c_999746,payment,1117.96,INR,captured,upi,upi_intent,26224937868,user572@upi,,,21.2412,21.24,3.82,1092.9,,,2026-08-12T01:24:14Z,2026-08-12T01:24:20Z,setl_20260722_kira_0023573,settled
pay_0000747951,acc_d2c__00848,order_d2c_498738,payment,846.94,INR,captured,netbanking,netbanking_hdfc,NB_REF_17105465,,HDFC,,16.0919,16.09,2.9,827.95,,,2026-07-14T08:33:18Z,2026-07-14T08:33:49Z,setl_20260824_gami_0010073,settled
pay_0000748038,acc_kira_00437,order_kir_185912,payment,820.78,INR,captured,upi,upi_collect,26115157993,user912@okhdfcbank,,,6.5662,6.57,1.18,813.03,,,2026-04-25T02:28:37Z,2026-04-25T02:28:51Z,setl_20260406_d2c__0027961,settled
pay_0000748121,acc_kira_00985,order_kir_489201,payment,2378.9,INR,captured,upi,upi_collect,26106192321,user370@ibl,,,19.0312,19.03,3.43,2356.44,,,2026-04-16T22:38:51Z,2026-04-16T22:38:55Z,setl_20260703_d2c__0022796,settled
pay_0000748233,acc_quic_00332,order_qui_318150,payment,373.16,INR,captured,upi,upi_intent,26218840291,user623@upi,,,4.4779,4.48,0.81,367.87,,,2026-08-06T09:09:16Z,2026-08-06T09:09:42Z,setl_20260414_quic_0011388,settled
pay_0000748331,acc_d2c__00039,order_d2c_108691,payment,2658.54,INR,captured,upi,upi_intent,26154831927,user669@okicici,,,50.5123,50.51,9.09,2598.94,,,2026-06-03T03:27:47Z,2026-06-03T03:28:27Z,setl_20260416_kira_0040200,settled
pay_0000748486,acc_b2b__00631,order_b2b_782474,payment,11147.69,INR,captured,card,visa_credit,24445064814120014015195,,PUNB,,167.2154,167.22,30.1,10950.37,,,2026-05-13T14:57:11Z,2026-05-13T14:57:40Z,setl_20260614_d2c__0045407,settled
pay_0000748513,acc_d2c__00797,order_d2c_676401,payment,188.95,INR,captured,netbanking,netbanking_icici,NB_REF_71189943,,ICICI,,3.59,3.59,0.65,184.71,,,2026-03-20T01:17:18Z,2026-03-20T01:17:35Z,setl_20260627_d2c__0042917,settled
pay_0000748687,acc_edte_00808,order_edt_945681,payment,3805.92,INR,captured,upi,upi_intent,26151269629,user593@paytm,,,83.7302,83.73,15.07,3707.12,,,2026-05-31T10:56:00Z,2026-05-31T10:56:32Z,setl_20260413_d2c__0025139,settled
pay_0000748796,acc_quic_00158,order_qui_991947,payment,703.91,INR,captured,netbanking,netbanking_sbi,NB_REF_59588105,,SBI,,8.4469,8.45,1.52,693.94,,,2026-05-12T21:40:19Z,2026-05-12T21:40:55Z,setl_20260424_b2b__0049593,settled
pay_0000748895,acc_kira_00364,order_kir_979347,payment,1648.78,INR,captured,upi,upi_intent,26150911535,user542@ybl,,,13.1902,13.19,2.37,1633.22,,,2026-05-30T17:10:14Z,2026-05-30T17:10:38Z,setl_20260328_b2b__0036679,settled
pay_0000748971,acc_kira_00630,order_kir_148982,payment,1456.86,INR,captured,card,visa_credit,24445067563001545596696,,UTIB,,11.6549,11.65,2.1,1443.11,,,2026-03-16T01:29:55Z,2026-03-16T01:30:28Z,setl_20260617_quic_0032025,settled
pay_0000749085,acc_quic_00672,order_qui_724047,payment,299.05,INR,captured,card,rupay_debit,24445061138103662955722,,KKBK,,3.5886,3.59,0.65,294.81,,,2026-04-09T02:20:45Z,2026-04-09T02:21:14Z,setl_20260623_d2c__0014218,settled
pay_0000749140,acc_d2c__01000,order_d2c_781574,payment,1730.65,INR,captured,card,rupay_debit,24445065602830464233931,,ICIC,,32.8824,32.88,5.92,1691.85,,,2026-05-25T22:07:11Z,2026-05-25T22:07:25Z,setl_20260323_b2b__0022323,settled
pay_0000749251,acc_b2b__00592,order_b2b_925894,payment,28314.73,INR,captured,upi,upi_collect,26110737192,user677@ybl,,,424.7209,424.72,76.45,27813.56,,,2026-04-20T00:07:12Z,2026-04-20T00:07:32Z,setl_20260816_d2c__0016560,settled
pay_0000749395,acc_edte_00650,order_edt_256017,payment,21859.74,INR,captured,upi,upi_intent,26134558190,user957@ybl,,,480.9143,480.91,86.56,21292.27,,,2026-05-14T13:28:11Z,2026-05-14T13:28:26Z,setl_20260424_quic_0012403,settled
pay_0000749456,acc_b2b__00377,order_b2b_125496,payment,6956.24,INR,captured,netbanking,netbanking_icici,NB_REF_93386044,,ICICI,,104.3436,104.34,18.78,6833.12,,,2026-08-04T16:41:00Z,2026-08-04T16:41:17Z,setl_20260312_quic_0020568,settled
pay_0000749572,acc_d2c__00085,order_d2c_333727,payment,1482.92,INR,captured,upi,upi_collect,26163411027,user547@ybl,,,28.1755,28.18,5.07,1449.67,,,2026-06-12T18:29:04Z,2026-06-12T18:29:36Z,setl_20260806_quic_0048032,settled
pay_0000749674,acc_gami_00312,order_gam_570748,payment,935.71,INR,captured,upi,upi_intent,26137649793,user141@okicici,,,28.0713,28.07,5.05,902.59,,,2026-05-17T05:07:22Z,2026-05-17T05:07:26Z,setl_20260526_d2c__0021459,settled
pay_0000749711,acc_d2c__00652,order_d2c_797434,payment,773.28,INR,captured,upi,upi_collect,26075123657,user467@ibl,,,14.6923,14.69,2.64,755.95,,,2026-03-16T04:29:04Z,2026-03-16T04:29:24Z,setl_20260313_d2c__0035158,settled
pay_0000749857,acc_edte_00573,order_edt_347217,payment,20262.19,INR,captured,upi,upi_intent,26196750524,user960@okaxis,,,445.7682,445.77,80.24,19736.18,,,2026-07-15T05:02:57Z,2026-07-15T05:03:11Z,setl_20260612_gami_0012828,settled
pay_0000749978,acc_quic_00747,order_qui_242130,payment,564.21,INR,captured,netbanking,netbanking_icici,NB_REF_32410910,,ICICI,,6.7705,6.77,1.22,556.22,,,2026-08-15T10:31:52Z,2026-08-15T10:32:09Z,setl_20260415_kira_0025006,settled
pay_0000750065,acc_kira_00730,order_kir_225401,payment,2213.03,INR,captured,upi,upi_intent,26234464071,user843@ybl,,,17.7042,17.7,3.19,2192.14,,,2026-08-22T20:03:33Z,2026-08-22T20:04:04Z,setl_20260326_kira_0042391,settled
pay_0000750119,acc_kira_00220,order_kir_762860,payment,1868.11,INR,captured,upi,upi_intent,26095205331,user818@upi,,,14.9449,14.94,2.69,1850.48,,,2026-04-05T02:27:31Z,2026-04-05T02:27:57Z,setl_20260821_edte_0006958,settled
pay_0000750250,acc_d2c__00613,order_d2c_535923,payment,1336.88,INR,captured,upi,upi_intent,26209722680,user586@paytm,,,25.4007,25.4,4.57,1306.91,,,2026-07-28T19:13:57Z,2026-07-28T19:14:17Z,setl_20260812_d2c__0026068,settled
pay_0000750370,acc_edte_00001,order_edt_783163,payment,6280.91,INR,captured,card,visa_credit,24445062056904438025969,,HDFC,,138.18,138.18,24.87,6117.86,,,2026-04-05T06:55:04Z,2026-04-05T06:55:28Z,setl_20260422_edte_0016430,settled
pay_0000750471,acc_d2c__00992,order_d2c_637817,payment,1169.68,INR,captured,upi,upi_intent,26123995878,user466@paytm,,,22.2239,22.22,4.0,1143.46,,,2026-05-03T16:32:49Z,2026-05-03T16:32:53Z,setl_20260806_d2c__0047879,settled
pay_0000750596,acc_quic_00465,order_qui_726250,payment,218.52,INR,captured,upi,upi_intent,26167860792,user604@okicici,,,2.6222,2.62,0.47,215.43,,,2026-06-16T12:34:16Z,2026-06-16T12:34:41Z,setl_20260625_b2b__0016277,settled
pay_0000750669,acc_gami_00321,order_gam_228497,payment,242.62,INR,captured,upi,upi_intent,26083509354,user485@ybl,,,7.2786,7.28,1.31,234.03,,,2026-03-24T21:21:12Z,2026-03-24T21:21:28Z,setl_20260518_d2c__0038238,settled
pay_0000750765,acc_d2c__00633,order_d2c_856831,payment,2543.62,INR,captured,card,rupay_debit,24445061110701654042307,,PUNB,,48.3288,48.33,8.7,2486.59,,,2026-06-25T03:12:49Z,2026-06-25T03:12:53Z,setl_20260604_b2b__0005914,settled
pay_0000750889,acc_quic_00555,order_qui_643278,payment,366.1,INR,captured,upi,upi_collect,26075149633,user482@paytm,,,4.3932,4.39,0.79,360.92,,,2026-03-16T03:27:08Z,2026-03-16T03:27:11Z,setl_20260620_b2b__0014386,settled
pay_0000750941,acc_gami_00321,order_gam_630205,payment,666.78,INR,captured,upi,upi_intent,26064129369,user392@okaxis,,,20.0034,20.0,3.6,643.18,,,2026-03-05T05:37:19Z,2026-03-05T05:37:52Z,,pending_batch_post_cutoff
pay_0000751014,acc_quic_00810,order_qui_404899,payment,337.16,INR,captured,upi,upi_intent,26120613218,user317@okicici,,,4.0459,4.05,0.73,332.38,,,2026-04-30T17:16:31Z,2026-04-30T17:16:37Z,setl_20260614_kira_0003325,settled
pay_0000751166,acc_d2c__00652,order_d2c_446159,payment,255.55,INR,captured,upi,upi_intent,26172352814,user717@okaxis,,,4.8555,4.86,0.87,249.82,,,2026-06-21T18:59:53Z,2026-06-21T19:00:03Z,setl_20260313_b2b__0016957,settled
pay_0000751270,acc_kira_00956,order_kir_272391,payment,1434.17,INR,captured,upi,upi_intent,26084599099,user393@upi,,,11.4734,11.47,2.06,1420.64,,,2026-03-25T07:17:54Z,2026-03-25T07:18:20Z,setl_20260416_edte_0021486,settled
pay_0000751358,acc_d2c__00756,order_d2c_858492,payment,3081.12,INR,captured,netbanking,netbanking_icici,NB_REF_46236054,,ICICI,,58.5413,58.54,10.54,3012.04,,,2026-04-01T21:16:23Z,2026-04-01T21:16:45Z,setl_20260517_kira_0014938,settled
pay_0000751489,acc_edte_00856,order_edt_228946,payment,4975.95,INR,captured,card,rupay_debit,24445067347774643019022,,PUNB,,109.4709,109.47,19.7,4846.78,,,2026-06-16T09:07:06Z,2026-06-16T09:07:43Z,setl_20260817_d2c__0040339,settled
pay_0000751521,acc_b2b__00557,order_b2b_248506,payment,45725.35,INR,captured,upi,upi_intent,26125885647,user349@okaxis,,,685.8802,685.88,123.46,44916.01,,,2026-05-05T04:34:09Z,2026-05-05T04:34:23Z,setl_20260716_d2c__0032189,settled
pay_0000751697,acc_b2b__00491,order_b2b_189252,payment,24817.03,INR,captured,upi,upi_collect,26136918498,user844@ybl,,,372.2554,372.26,67.01,24377.76,,,2026-05-16T05:22:16Z,2026-05-16T05:22:50Z,setl_20260623_quic_0028717,settled
pay_0000751766,acc_gami_00396,order_gam_246493,payment,1305.06,INR,captured,upi,upi_intent,26207305324,user747@ybl,,,39.1518,39.15,7.05,1258.86,,,2026-07-26T01:14:19Z,2026-07-26T01:14:41Z,setl_20260414_quic_0036565,settled
pay_0000751840,acc_b2b__00134,order_b2b_914342,payment,72046.9,INR,captured,upi,upi_intent,26222393657,user360@okaxis,,,1080.7035,1080.7,194.53,70771.67,,,2026-08-10T09:57:28Z,2026-08-10T09:57:45Z,setl_20260306_kira_0004189,settled
pay_0000751946,acc_b2b__00777,order_b2b_560964,payment,14070.46,INR,captured,upi,upi_intent,26085995420,user834@paytm,,,211.0569,211.06,37.99,13821.41,,,2026-03-26T01:35:11Z,2026-03-26T01:35:38Z,setl_20260610_b2b__0017183,settled
pay_0000752074,acc_edte_00057,order_edt_885368,payment,3870.98,INR,captured,netbanking,netbanking_sbi,NB_REF_20611841,,SBI,,85.1616,85.16,15.33,3770.49,,,2026-04-29T19:19:59Z,2026-04-29T19:20:31Z,setl_20260322_b2b__0009438,settled
pay_0000752186,acc_kira_00993,order_kir_319280,payment,464.91,INR,captured,upi,upi_intent,26145364956,user595@ybl,,,3.7193,3.72,0.67,460.52,,,2026-05-25T19:35:26Z,2026-05-25T19:35:57Z,setl_20260412_d2c__0035601,settled
pay_0000752283,acc_kira_00114,order_kir_119461,payment,1831.26,INR,captured,card,mastercard_credit,24445066982184613002215,,PUNB,,14.6501,14.65,2.64,1813.97,,,2026-05-05T13:23:57Z,2026-05-05T13:24:26Z,setl_20260721_b2b__0022924,settled
pay_0000752315,acc_d2c__00668,order_d2c_643234,payment,-3046.29,INR,refunded,wallet,wallet_phonepe,WAL_TXN_60408895,,,phonepe,0.0,0.0,0.0,-3046.29,,,2026-04-19T09:02:51Z,2026-04-19T09:02:53Z,setl_20260504_edte_0031880,settled_refund
pay_0000752467,acc_b2b__00619,order_b2b_158881,payment,63977.4,INR,captured,netbanking,netbanking_sbi,NB_REF_46741631,,SBI,,959.661,959.66,172.74,62845.0,,,2026-07-04T19:01:30Z,2026-07-04T19:01:38Z,setl_20260429_b2b__0005061,settled
pay_0000752541,acc_d2c__00601,order_d2c_367673,payment,684.25,INR,captured,card,visa_credit,24445064257622511443189,,ICIC,,13.0008,13.0,2.34,668.91,,,2026-07-26T18:02:35Z,2026-07-26T18:02:57Z,,pending_batch_post_cutoff
pay_0000752614,acc_quic_00247,order_qui_875657,payment,-596.02,INR,refunded,card,mastercard_credit,24445068448819914510644,,ICIC,,0.0,0.0,0.0,-596.02,,,2026-06-30T01:44:03Z,2026-06-30T01:44:05Z,setl_20260606_d2c__0014897,settled_refund
pay_0000752790,acc_b2b__00799,order_b2b_898685,payment,58866.71,INR,captured,upi,upi_collect,26190937013,user812@upi,,,883.0006,883.0,158.94,57824.77,,,2026-07-09T06:48:12Z,2026-07-09T06:48:42Z,setl_20260716_gami_0029548,settled
pay_0000752872,acc_d2c__00618,order_d2c_847033,payment,315.51,INR,captured,card,visa_credit,24445067030986794046457,,SBIN,,5.9947,5.99,1.08,308.44,,,2026-03-17T13:01:39Z,2026-03-17T13:02:02Z,,pending_batch_post_cutoff
pay_0000752998,acc_gami_00143,order_gam_846822,payment,1039.16,INR,captured,upi,upi_intent,26085771200,user511@ibl,,,31.1748,31.17,5.61,1002.38,,,2026-03-26T05:16:12Z,2026-03-26T05:16:27Z,setl_20260601_gami_0007085,settled
pay_0000753026,acc_d2c__00937,order_d2c_770572,payment,3217.77,INR,captured,upi,upi_intent,26100648634,user580@ibl,,,61.1376,61.14,11.01,3145.62,,,2026-04-10T15:35:19Z,2026-04-10T15:35:51Z,setl_20260318_kira_0026557,settled
pay_0000753170,acc_b2b__00657,order_b2b_587679,payment,14752.17,INR,captured,card,rupay_debit,24445069082548279285618,,ICIC,,221.2825,221.28,39.83,14491.06,,,2026-03-29T13:38:38Z,2026-03-29T13:38:44Z,setl_20260825_d2c__0027203,settled
pay_0000753241,acc_quic_00137,order_qui_908746,payment,-76.75,INR,refunded,upi,upi_intent,26193991930,user120@okicici,,,0.0,0.0,0.0,-76.75,,,2026-07-12T01:26:06Z,2026-07-12T01:26:08Z,setl_20260627_quic_0048621,settled_refund
pay_0000753310,acc_d2c__00560,order_d2c_221959,payment,3505.48,INR,captured,upi,upi_intent,26060623854,user476@ibl,,,66.6041,66.6,11.99,3426.89,,,2026-03-01T02:15:35Z,2026-03-01T02:15:50Z,setl_20260709_d2c__0021695,settled
pay_0000753499,acc_b2b__00906,order_b2b_641655,payment,37060.57,INR,captured,card,rupay_debit,24445065014211549589340,,SBIN,,555.9085,555.91,100.06,36404.6,,,2026-04-23T06:33:38Z,2026-04-23T06:33:51Z,setl_20260616_edte_0019354,settled
pay_0000753582,acc_d2c__00696,order_d2c_974025,payment,1569.23,INR,captured,card,visa_credit,24445067397065575215963,,PUNB,,29.8154,29.82,5.37,1534.04,,,2026-03-07T12:09:30Z,2026-03-07T12:09:44Z,,pending_batch_post_cutoff
pay_0000753676,acc_b2b__00780,order_b2b_901920,payment,44922.49,INR,captured,upi,upi_intent,26214557082,user970@paytm,,,673.8373,673.84,121.29,44127.36,,,2026-08-02T05:56:05Z,2026-08-02T05:56:43Z,setl_20260304_kira_0023024,settled
pay_0000753788,acc_d2c__00091,order_d2c_389358,payment,2731.56,INR,captured,upi,upi_intent,26144485453,user344@upi,,,51.8996,51.9,9.34,2670.32,,,2026-05-24T14:39:12Z,2026-05-24T14:39:37Z,setl_20260824_b2b__0019604,settled
